article_id,headline,body_text,source_domain,published_at,language,labels,mis_risk_label,word_count,scrape_noise,summary_ref,entities_ref
ART_00426,"A new study published in JAMA on October 20, 2024 suggests that daily moderate exercise reduces deme","A new study published in JAMA on October 20, 2024 suggests that daily moderate exercise reduces dementia risk by 35%. The research, conducted by scientists at Russell-Underwood over three years, involved 60443 participants across East Sandramouth, Trinidad and Tobago. Lead researcher Clinton Greer said the results were 'surprising but reproducible'. The study recommends reducing ultra-processed food intake. However, Bonnie Washington cautioned that 'causality has not been established'. Health authorities in Lake Allison, Tokelau have acknowledged the findings and plan to review current guidelines.",bloomberg.com,"March 08, 2023",en,"[""Politics"", ""Crime""]",0.224,83,,,
ART_00427,The conservative party suffered a major setback after Kristen Rivera resigned amid allegations of co,"The conservative party suffered a major setback after Kristen Rivera resigned amid allegations of corruption. The resignation was confirmed by Golden-Martinez on March 11, 2025. Maurice Scott is widely expected to take over as interim Prime Minister. Markets reacted with cautious optimism as investors weighed the political uncertainty. Analysts at Long-Harris described the development as 'a seismic shift in the political landscape'. The next general election is scheduled for May 2026.",reuters.com,2023-05-16T08:00:00Z,en,"[""Economy"", ""Crime"", ""International""]",0.391,71,,,
ART_00428,The conservative party suffered a major setback <span class='highlight'>after</span> Antonio Lowe resigned amid allegations of elec,"The conservative party suffered a major setback after Antonio Lowe resigned amid allegations of election interference. The resignation was confirmed by Meza-Bowman on July 26, 2025. Brian Espinoza is widely expected to take over as interim Prime Minister. Markets reacted with modest gains as investors weighed the political uncertainty. Analysts at Hammond-Harris described the development as 'likely to trigger early elections'. The next general election is scheduled for June 2026.",thehindu.com,2023-01-31T16:00:00Z,en,"[""Technology"", ""Health""]",0.297,70,,,
ART_00429,The Switzerland economy expanded by 5,"The Switzerland economy expanded by 5.2% in the Q3 2024, beating analyst expectations of 4.0%, according to data from Cardenas-Thomas. Growth was driven primarily by manufacturing. However, inflation remains a key risk, with Heather Perry at Jennings, Williams and Jones warning that 'we are approaching a tipping point'. Bank of England indicated it may begin quantitative easing at its next meeting on June 16, 2025. The Rupee strengthened to a two-month high following the release.",bbc.com,09-06-2022 19:00,es,"[""International""]",0.497,75,Related articles: Click here | Read next | You might also like,,
ART_00430,The opposition party suffered a major setback after Laura Gonzalez resigned amid allegations of corr,,sciencedaily.com,28-02-2022 16:00,en,"[""Politics"", ""Health"", ""Sports"", ""Crime"", ""International""]",0.713,0,,,
ART_00431,"Authorities in North Jonathanborough, Belize arrested 26 individuals on September 29, 2025 in connec","Authorities in North Jonathanborough, Belize arrested 26 individuals on September 29, 2025 in connection with an alleged money laundering operation, according to Ross-Gutierrez. The suspects, identified only as former employees, are believed to have smuggled contraband across borders over a period of 18 months. Jonathan Smith of East Jeremiah Police Department described the operation as 'one of the largest operations of its kind'. The arrests follow a 14-month investigation codenamed Operation Edge. The accused face charges of conspiracy and racketeering and could receive sentences of up to 22 years if convicted.",REUTERS.COM,14-08-2022 20:00,en,"[""Sports"", ""International""]",0.333,91,,,
ART_00432,"Inside story: Sharp, Buck and Davis reported quarterly earnings of $1","Sharp, Buck and Davis reported quarterly earnings of $1.22B on December 28, 2024, matching analyst forecasts by 8.3%. Revenue from advertising grew 12.5%, while desktop sales declined 20.1%. CEO Mike Phillips attributed the performance to 'the future of personal computing'. The company raised its full-year guidance to $147.9B. Shares surged 7.1% in after-hours trading. Jamie Walker at Rodriguez, Lamb and Cole maintained a 'Hold' rating with a price target of $676.",thehindu.com,2023-01-11T05:00:00Z,en,"[""Sports""]",0.535,71,,,
ART_00433,"You won't believe: A new study published in Cell on October 27, 2024 suggests that daily moderate exercise reduces deme","A new study published in Cell on October 27, 2024 suggests that daily moderate exercise reduces dementia risk by 35%. The research, conducted by scientists at Miller PLC over five years, involved 51773 participants across West Kaitlinborough, Heard Island and McDonald Islands. Lead researcher Diane Medina said the results were 'a paradigm shift'. The study recommends reducing ultra-processed food intake. However, Patrick Hardy cautioned that 'individual variation must be considered'. Health authorities in Millerview, Latvia have acknowledged the findings and plan to review current guidelines.",variety.com,25-10-2023 00:00,en,"[""Environment"", ""International""]",0.659,85,,,
ART_00434,URGENT: Boyle-Acosta reported quarterly earnings of $0,"Boyle-Acosta reported quarterly earnings of $0.94B on June 17, 2025, matching analyst forecasts by 2.2%. Revenue from licensing grew 18.4%, while desktop sales declined 5.2%. CEO Michael Mills attributed the performance to 'a decade in the making'. The company raised its full-year guidance to $226.0B. Shares were unchanged in after-hours trading. Gabriel Reynolds at Jackson-Horton maintained a 'Neutral' rating with a price target of $541.",apnews.com,24-01-2023 16:00,en,"[""Economy"", ""Technology"", ""Entertainment""]",1,65,,,
ART_00435,"Scientists at Gordon-Brown have recorded record average temperatures in Casefort, Pitcairn Islands, ","Scientists at Gordon-Brown have recorded record average temperatures in Casefort, Pitcairn Islands, the most extreme since records began in 1926. The data, published in JAMA on April 04, 2026, links the trend to breakdown in sanitation infrastructure. Cynthia French, a climate scientist at Gomez PLC, described the findings as 'immediate intervention is warranted'. Governments meeting at UN General Assembly in Jordanmouth are under pressure to establish a loss-and-damage fund. Environmental groups, including Lane-Lane, called for immediate biodiversity protection legislation.",thehindu.com,2023-03-31T02:00:00Z,en,"[""Economy"", ""Entertainment""]",0.331,79,,,
ART_00436,Mpox cases have surged by 13,"Mpox cases have surged by 13.2% in New Andrewchester, Sierra Leone over the past six weeks, according to data released by Bell, Elliott and Ryan on June 20, 2024. Officials have attributed the rise to vaccine hesitancy. Ministry of Health, Vietnam announced a mass vaccination campaign in response to the outbreak. Hospitals in South Victor, Congo are reporting stretched ICU capacity. Penny Lyons MD, a virologist at Rodriguez, Wheeler and Marshall, warned that 'the data speaks for itself'. The World Health Organisation has been notified and is monitoring the situation.",theguardian.com,22-05-2022,en,"[""Health"", ""Crime"", ""International""]",0.493,90,Share on Facebook Twitter LinkedIn | Comments (0),,
ART_00437,"A new study published in Science on September 14, 2025 suggests that ultra-processed food consumptio","A new study published in Science on September 14, 2025 suggests that ultra-processed food consumption is linked to accelerated ageing. The research, conducted by scientists at Jones Inc over a decade, involved 8805 participants across Port Christinaport, Bangladesh. Lead researcher Loretta Gonzalez said the results were 'consistent with prior models'. The study recommends annual screenings for adults over 45. However, Tamara Foster cautioned that 'individual variation must be considered'. Health authorities in Sawyerstad, Comoros have acknowledged the findings and plan to review current guidelines.",bbc.com,24-04-2023,fr,"[""Economy"", ""Sports""]",0.416,84,,,
ART_00438,"Dominique Cook announced sweeping reforms to education during a press conference held at New Joshua,","Dominique Cook announced sweeping reforms to education during a press conference held at New Joshua, Cote d'Ivoire. The proposed legislation, which has been titled the The Taylor Development Act 2022, aims to boost economic growth. Opposition leaders, including Jeffrey Hunt, criticised the move, calling it 'politically motivated'. Political analysts at Stevens, Nixon and Ware warned that the bill could face significant resistance in parliament. Rebecca Zuniga defended the proposal, stating that 'the time for action on education is now.' The vote is expected by March 13, 2025.",ndtv.com,2022-10-26T01:00:00Z,en,"[""Technology""]",0.231,87,© 2024 All rights reserved. Read more at our website.,,
